tipo,classe,local,leitos,internados,data_atualizacao,lat,long,covid
uti,adulto,hospital_de_clinicas_de_porto_alegre,55,43,2020-04-02,-30.038435,-51.206637,6
uti,adulto,hospital_santa_casa,87,68,2020-04-02,-30.030803,-51.221512,0
uti,adulto,hospital_sao_lucas,59,28,2020-04-02,-30.055122,-51.173819,0
uti,adulto,hospital_cristo_redentor,29,18,2020-04-02,-30.010102,-51.15926,0
uti,adulto,hospital_moinhos_de_vento,56,48,2020-04-02,-30.02552,-51.20842,14
uti,adulto,hospital_ernesto_dornelles,40,27,2020-04-02,-30.047509,-51.212131,0
uti,adulto,hospital_vila_nova,20,19,2020-04-02,-30.119308,-51.207744,0
uti,adulto,hospital_de_pronto_socorro,20,10,2020-04-02,-30.036874,-51.209282,0
uti,adulto,hospital_independencia,10,7,2020-04-02,-30.061051,-51.149073,0
uti,adulto,hospital_femina,4,4,2020-04-02,-30.029239,-51.206848,0
uti,adulto,hospital_divina_providencia,16,14,2020-04-02,-30.084428,-51.18839,0
uti,adulto,hospital_restinga_extremo_sul,10,10,2020-04-02,-30.142524,-51.128803,0
uti,adulto,hospital_santa_ana,10,7,2020-04-02,-30.086664,-51.20689,0
uti,adulto,hospital_mae_de_deus,50,40,2020-04-02,-30.058845,-51.228945,5
uti,pediatrico,hospital_santa_casa,37,28,2020-04-01,-30.030803,-51.221512,0
uti,pediatrico,hospital_sao_lucas,12,4,2020-04-01,-30.055122,-51.173819,0
uti,pediatrico,hospital_de_clinicas_de_porto_alegre,13,9,2020-04-01,-30.038435,-51.206637,0
uti,pediatrico,hospital_de_pronto_socorro,8,3,2020-04-01,-30.036874,-51.209282,0
uti,pediatrico,hospital_moinhos_de_vento,11,6,2020-04-01,-30.02552,-51.20842,0
uti,pediatrico,hospital_conceicao,18,5,2020-04-01,-30.01587,-51.158236,0
uti,pediatrico,hospital_materno_infantil_presidente_vargas,6,3,2020-04-01,-30.029525,-51.214865,0
uti,pediatrico,hospital_santa_casa,37,31,2020-04-02,-30.030803,-51.221512,0
uti,pediatrico,hospital_sao_lucas,12,5,2020-04-02,-30.055122,-51.173819,0
uti,pediatrico,hospital_de_clinicas_de_porto_alegre,13,9,2020-04-02,-30.038435,-51.206637,0
uti,pediatrico,hospital_de_pronto_socorro,8,3,2020-04-02,-30.036874,-51.209282,0
uti,pediatrico,hospital_moinhos_de_vento,11,5,2020-04-02,-30.02552,-51.20842,0
uti,pediatrico,hospital_conceicao,18,5,2020-04-02,-30.01587,-51.158236,0
uti,pediatrico,hospital_materno_infantil_presidente_vargas,6,3,2020-04-02,-30.029525,-51.214865,0
emergencia,adulto,hospital_de_clinicas_de_porto_alegre,41,18,2020-04-03,-30.038435,-51.206637,NA
emergencia,adulto,hospital_conceicao,64,30,2020-04-03,-30.01587,-51.158236,NA
emergencia,adulto,instituto_de_cardiologia,21,11,2020-04-03,-30.049092,-51.20903,NA
emergencia,adulto,hospital_santa_casa,24,19,2020-04-03,-30.030803,-51.221512,NA
emergencia,adulto,hospital_sao_lucas,17,6,2020-04-03,-30.055122,-51.173819,NA
emergencia,adulto,hospital_restinga_extremo_sul,18,4,2020-04-03,-30.142524,-51.128803,NA
emergencia,adulto,hospital_vila_nova,26,5,2020-04-03,-30.119308,-51.207744,NA
emergencia,adulto,pronto_atendimento_bom_jesus,7,3,2020-04-03,-30.043194,-51.153916,NA
emergencia,adulto,pronto_atendimento_cruzeiro_do_sul,12,6,2020-04-03,-30.069603,-51.216537,NA
emergencia,adulto,pronto_atendimento_lomba_do_pinheiro,9,3,2020-04-03,-30.110731,-51.110188,NA
emergencia,adulto,unidade_de_pronto_atendimento_zona_norte,17,12,2020-04-03,-30.009546,-51.146056,NA
emergencia,pediatrico,hospital_de_clinicas_de_porto_alegre,9,2,2020-04-03,-30.038435,-51.206637,NA
emergencia,pediatrico,hospital_conceicao,16,4,2020-04-03,-30.01587,-51.158236,NA
emergencia,pediatrico,hospital_santa_casa,11,2,2020-04-03,-30.030803,-51.221512,NA
emergencia,pediatrico,hospital_sao_lucas,4,0,2020-04-03,-30.055122,-51.173819,NA
emergencia,pediatrico,hospital_materno_infantil_presidente_vargas,9,1,2020-04-03,-30.029525,-51.214865,NA
emergencia,pediatrico,hospital_restinga_extremo_sul,6,0,2020-04-03,-30.142524,-51.128803,NA
emergencia,pediatrico,pronto_atendimento_bom_jesus,5,0,2020-04-03,-30.043194,-51.153916,NA
emergencia,pediatrico,pronto_atendimento_cruzeiro_do_sul,9,0,2020-04-03,-30.069603,-51.216537,NA
emergencia,pediatrico,pronto_atendimento_lomba_do_pinheiro,4,0,2020-04-03,-30.110731,-51.110188,NA
uti,adulto,hospital_conceicao,69,47,2020-04-03,-30.01587,-51.158236,3
uti,adulto,hospital_de_clinicas_de_porto_alegre,55,48,2020-04-03,-30.038435,-51.206637,6
uti,adulto,hospital_santa_casa,87,71,2020-04-03,-30.030803,-51.221512,0
uti,adulto,hospital_sao_lucas,59,36,2020-04-03,-30.055122,-51.173819,0
uti,adulto,hospital_cristo_redentor,29,18,2020-04-03,-30.010102,-51.15926,0
uti,adulto,hospital_moinhos_de_vento,56,40,2020-04-03,-30.02552,-51.20842,14
uti,adulto,hospital_ernesto_dornelles,20,14,2020-04-03,-30.047509,-51.212131,0
uti,adulto,hospital_vila_nova,20,19,2020-04-03,-30.119308,-51.207744,0
uti,adulto,hospital_de_pronto_socorro,20,9,2020-04-03,-30.036874,-51.209282,0
uti,adulto,hospital_independencia,10,7,2020-04-03,-30.061051,-51.149073,0
uti,adulto,hospital_femina,4,2,2020-04-03,-30.029239,-51.206848,0
uti,adulto,hospital_divina_providencia,16,10,2020-04-03,-30.084428,-51.18839,1
uti,adulto,hospital_restinga_extremo_sul,10,9,2020-04-03,-30.142524,-51.128803,0
uti,adulto,hospital_santa_ana,10,8,2020-04-03,-30.086664,-51.20689,0
uti,adulto,hospital_mae_de_deus,50,42,2020-04-03,-30.058845,-51.228945,5
uti,pediatrico,hospital_santa_casa,37,22,2020-04-03,-30.030803,-51.221512,0
uti,pediatrico,hospital_sao_lucas,12,6,2020-04-03,-30.055122,-51.173819,0
uti,pediatrico,hospital_de_clinicas_de_porto_alegre,13,8,2020-04-03,-30.038435,-51.206637,0
uti,pediatrico,hospital_de_pronto_socorro,8,3,2020-04-03,-30.036874,-51.209282,0
uti,pediatrico,hospital_moinhos_de_vento,11,4,2020-04-03,-30.02552,-51.20842,0
uti,pediatrico,hospital_conceicao,18,5,2020-04-03,-30.01587,-51.158236,0
uti,pediatrico,hospital_materno_infantil_presidente_vargas,8,3,2020-04-03,-30.029525,-51.214865,0
emergencia,adulto,hospital_de_clinicas_de_porto_alegre,41,20,2020-04-04,-30.038435,-51.206637,NA
emergencia,adulto,hospital_conceicao,64,39,2020-04-04,-30.01587,-51.158236,NA
emergencia,adulto,instituto_de_cardiologia,21,0,2020-04-04,-30.049092,-51.20903,NA
emergencia,adulto,hospital_santa_casa,24,20,2020-04-04,-30.030803,-51.221512,NA
emergencia,adulto,hospital_sao_lucas,17,1,2020-04-04,-30.055122,-51.173819,NA
emergencia,adulto,hospital_restinga_extremo_sul,18,5,2020-04-04,-30.142524,-51.128803,NA
emergencia,adulto,hospital_vila_nova,26,5,2020-04-04,-30.119308,-51.207744,NA
emergencia,adulto,pronto_atendimento_bom_jesus,7,6,2020-04-04,-30.043194,-51.153916,NA
emergencia,adulto,pronto_atendimento_cruzeiro_do_sul,12,6,2020-04-04,-30.069603,-51.216537,NA
emergencia,adulto,pronto_atendimento_lomba_do_pinheiro,9,3,2020-04-04,-30.110731,-51.110188,NA
emergencia,adulto,unidade_de_pronto_atendimento_zona_norte,17,8,2020-04-04,-30.009546,-51.146056,NA
emergencia,pediatrico,hospital_de_clinicas_de_porto_alegre,9,5,2020-04-04,-30.038435,-51.206637,NA
emergencia,pediatrico,hospital_conceicao,16,3,2020-04-04,-30.01587,-51.158236,NA
emergencia,pediatrico,hospital_santa_casa,11,0,2020-04-04,-30.030803,-51.221512,NA
emergencia,pediatrico,hospital_sao_lucas,4,0,2020-04-04,-30.055122,-51.173819,NA
emergencia,pediatrico,hospital_materno_infantil_presidente_vargas,9,0,2020-04-04,-30.029525,-51.214865,NA
emergencia,pediatrico,hospital_restinga_extremo_sul,6,1,2020-04-04,-30.142524,-51.128803,NA
emergencia,pediatrico,pronto_atendimento_bom_jesus,5,1,2020-04-04,-30.043194,-51.153916,NA
emergencia,pediatrico,pronto_atendimento_cruzeiro_do_sul,9,0,2020-04-04,-30.069603,-51.216537,NA
emergencia,pediatrico,pronto_atendimento_lomba_do_pinheiro,4,0,2020-04-04,-30.110731,-51.110188,NA
uti,adulto,hospital_conceicao,69,50,2020-04-04,-30.01587,-51.158236,3
uti,adulto,hospital_de_clinicas_de_porto_alegre,55,48,2020-04-04,-30.038435,-51.206637,9
uti,adulto,hospital_santa_casa,87,68,2020-04-04,-30.030803,-51.221512,0
uti,adulto,hospital_sao_lucas,59,38,2020-04-04,-30.055122,-51.173819,0
uti,adulto,hospital_cristo_redentor,29,22,2020-04-04,-30.010102,-51.15926,0
uti,adulto,hospital_moinhos_de_vento,56,38,2020-04-04,-30.02552,-51.20842,13
uti,adulto,hospital_ernesto_dornelles,20,14,2020-04-04,-30.047509,-51.212131,0
uti,adulto,hospital_vila_nova,20,15,2020-04-04,-30.119308,-51.207744,0
uti,adulto,hospital_de_pronto_socorro,20,10,2020-04-04,-30.036874,-51.209282,0
uti,adulto,hospital_independencia,10,8,2020-04-04,-30.061051,-51.149073,0
uti,adulto,hospital_femina,4,2,2020-04-04,-30.029239,-51.206848,0
uti,adulto,hospital_divina_providencia,16,8,2020-04-04,-30.084428,-51.18839,1
uti,adulto,hospital_restinga_extremo_sul,10,9,2020-04-04,-30.142524,-51.128803,0
uti,adulto,hospital_santa_ana,10,8,2020-04-04,-30.086664,-51.20689,0
uti,adulto,hospital_mae_de_deus,50,39,2020-04-04,-30.058845,-51.228945,6
uti,pediatrico,hospital_santa_casa,37,26,2020-04-04,-30.030803,-51.221512,0
uti,pediatrico,hospital_sao_lucas,12,6,2020-04-04,-30.055122,-51.173819,0
uti,pediatrico,hospital_de_clinicas_de_porto_alegre,13,8,2020-04-04,-30.038435,-51.206637,0
uti,pediatrico,hospital_de_pronto_socorro,8,4,2020-04-04,-30.036874,-51.209282,0
uti,pediatrico,hospital_moinhos_de_vento,11,5,2020-04-04,-30.02552,-51.20842,0
uti,pediatrico,hospital_conceicao,18,5,2020-04-04,-30.01587,-51.158236,0
uti,pediatrico,hospital_materno_infantil_presidente_vargas,6,2,2020-04-04,-30.029525,-51.214865,0
emergencia,adulto,hospital_de_clinicas_de_porto_alegre,41,14,2020-04-05,-30.038435,-51.206637,NA
emergencia,adulto,hospital_conceicao,64,38,2020-04-05,-30.01587,-51.158236,NA
emergencia,adulto,instituto_de_cardiologia,21,10,2020-04-05,-30.049092,-51.20903,NA
emergencia,adulto,hospital_santa_casa,24,14,2020-04-05,-30.030803,-51.221512,NA
emergencia,adulto,hospital_sao_lucas,17,1,2020-04-05,-30.055122,-51.173819,NA
emergencia,adulto,hospital_restinga_extremo_sul,18,6,2020-04-05,-30.142524,-51.128803,NA
emergencia,adulto,hospital_vila_nova,26,5,2020-04-05,-30.119308,-51.207744,NA
emergencia,adulto,pronto_atendimento_bom_jesus,7,12,2020-04-05,-30.043194,-51.153916,NA
emergencia,adulto,pronto_atendimento_cruzeiro_do_sul,12,7,2020-04-05,-30.069603,-51.216537,NA
emergencia,adulto,pronto_atendimento_lomba_do_pinheiro,9,3,2020-04-05,-30.110731,-51.110188,NA
emergencia,adulto,unidade_de_pronto_atendimento_zona_norte,17,8,2020-04-05,-30.009546,-51.146056,NA
emergencia,pediatrico,hospital_de_clinicas_de_porto_alegre,9,4,2020-04-05,-30.038435,-51.206637,NA
emergencia,pediatrico,hospital_conceicao,16,2,2020-04-05,-30.01587,-51.158236,NA
emergencia,pediatrico,hospital_santa_casa,11,2,2020-04-05,-30.030803,-51.221512,NA
emergencia,pediatrico,hospital_sao_lucas,4,0,2020-04-05,-30.055122,-51.173819,NA
emergencia,pediatrico,hospital_materno_infantil_presidente_vargas,9,1,2020-04-05,-30.029525,-51.214865,NA
emergencia,pediatrico,hospital_restinga_extremo_sul,6,2,2020-04-05,-30.142524,-51.128803,NA
emergencia,pediatrico,pronto_atendimento_bom_jesus,5,0,2020-04-05,-30.043194,-51.153916,NA
emergencia,pediatrico,pronto_atendimento_cruzeiro_do_sul,9,0,2020-04-05,-30.069603,-51.216537,NA
emergencia,pediatrico,pronto_atendimento_lomba_do_pinheiro,4,1,2020-04-05,-30.110731,-51.110188,NA
uti,adulto,hospital_conceicao,69,50,2020-04-05,-30.01587,-51.158236,2
uti,adulto,hospital_de_clinicas_de_porto_alegre,55,41,2020-04-05,-30.038435,-51.206637,9
uti,adulto,hospital_santa_casa,87,71,2020-04-05,-30.030803,-51.221512,0
uti,adulto,hospital_sao_lucas,59,34,2020-04-05,-30.055122,-51.173819,0
uti,adulto,hospital_cristo_redentor,29,23,2020-04-05,-30.010102,-51.15926,0
uti,adulto,hospital_moinhos_de_vento,56,30,2020-04-05,-30.02552,-51.20842,13
uti,adulto,hospital_ernesto_dornelles,20,14,2020-04-05,-30.047509,-51.212131,0
uti,adulto,hospital_vila_nova,20,15,2020-04-05,-30.119308,-51.207744,0
uti,adulto,hospital_de_pronto_socorro,20,14,2020-04-05,-30.036874,-51.209282,0
uti,adulto,hospital_independencia,10,6,2020-04-05,-30.061051,-51.149073,0
uti,adulto,hospital_femina,4,2,2020-04-05,-30.029239,-51.206848,0
uti,adulto,hospital_divina_providencia,16,8,2020-04-05,-30.084428,-51.18839,1
uti,adulto,hospital_restinga_extremo_sul,10,9,2020-04-05,-30.142524,-51.128803,0
uti,adulto,hospital_santa_ana,10,9,2020-04-05,-30.086664,-51.20689,0
uti,adulto,hospital_mae_de_deus,50,39,2020-04-05,-30.058845,-51.228945,6
uti,pediatrico,hospital_santa_casa,37,24,2020-04-05,-30.030803,-51.221512,0
uti,pediatrico,hospital_sao_lucas,12,7,2020-04-05,-30.055122,-51.173819,0
uti,pediatrico,hospital_de_clinicas_de_porto_alegre,13,9,2020-04-05,-30.038435,-51.206637,0
uti,pediatrico,hospital_de_pronto_socorro,8,4,2020-04-05,-30.036874,-51.209282,0
uti,pediatrico,hospital_moinhos_de_vento,11,3,2020-04-05,-30.02552,-51.20842,0
uti,pediatrico,hospital_conceicao,18,5,2020-04-05,-30.01587,-51.158236,0
uti,pediatrico,hospital_materno_infantil_presidente_vargas,6,2,2020-04-05,-30.029525,-51.214865,0
