cnes,municipio,regiao_covid,codigo_regiao_covid,latitude,longitude,data_atualizacao,leitos_total,leitos_internacoes,leitos_covid,lotacao,leitos_disponiveis,semana_epidemiologica,hospital
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-08,20,1,0,0.05,19,19/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-09,20,1,0,0.05,19,19/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-10,20,1,0,0.05,19,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-11,20,1,0,0.05,19,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-12,20,1,0,0.05,19,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-13,20,1,0,0.05,19,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-14,20,1,0,0.05,19,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-15,20,2,0,0.1,18,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-16,20,2,0,0.1,18,20/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-17,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-18,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-19,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-20,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-21,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-22,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-23,20,2,0,0.1,18,21/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-24,20,2,0,0.1,18,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-25,20,2,0,0.1,18,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-26,20,2,0,0.1,18,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-27,20,2,0,0.1,18,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-28,20,2,0,0.1,18,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-29,20,3,0,0.15,17,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-30,20,3,0,0.15,17,22/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-05-31,20,3,0,0.15,17,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-01,20,3,0,0.15,17,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-02,20,3,0,0.15,17,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-03,20,3,0,0.15,17,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-04,20,4,1,0.2,16,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-05,20,3,1,0.15,17,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-06,20,2,0,0.1,18,23/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-07,20,3,0,0.15,17,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-08,20,3,0,0.15,17,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-09,20,3,0,0.15,17,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-10,20,2,0,0.1,18,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-11,20,3,0,0.15,17,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-12,20,3,0,0.15,17,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-13,20,3,0,0.15,17,24/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-14,20,3,1,0.15,17,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-15,20,5,2,0.25,15,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-16,20,5,1,0.25,15,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-17,20,3,1,0.15,17,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-18,20,2,1,0.1,18,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-19,20,3,2,0.15,17,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-20,20,4,2,0.2,16,25/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-21,20,4,1,0.2,16,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-22,20,2,1,0.1,18,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-23,20,3,1,0.15,17,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-24,20,3,1,0.15,17,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-25,20,5,3,0.25,15,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-26,20,5,2,0.25,15,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-27,20,3,1,0.15,17,26/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-28,20,2,0,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-29,20,2,0,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-06-30,20,2,0,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-01,20,2,0,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-02,20,2,1,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-03,20,2,1,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-04,20,2,1,0.1,18,27/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-05,20,2,1,0.1,18,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-06,20,2,1,0.1,18,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-07,20,2,1,0.1,18,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-08,20,4,1,0.2,16,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-09,20,3,1,0.15,17,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-10,20,3,2,0.15,17,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-11,20,3,2,0.15,17,28/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-12,20,3,2,0.15,17,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-13,20,3,2,0.15,17,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-14,20,2,1,0.1,18,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-15,20,3,1,0.15,17,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-16,20,3,2,0.15,17,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-17,20,4,2,0.2,16,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-18,20,6,3,0.3,14,29/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-19,20,5,2,0.25,15,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-20,20,4,1,0.2,16,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-21,20,5,2,0.25,15,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-22,20,5,2,0.25,15,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-23,20,8,4,0.4,12,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-24,20,8,3,0.4,12,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-25,20,8,4,0.4,12,30/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-26,20,8,3,0.4,12,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-27,20,7,2,0.35,13,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-28,20,6,1,0.3,14,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-29,20,6,1,0.3,14,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-30,20,6,2,0.3,14,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-07-31,20,4,2,0.2,16,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-01,20,5,2,0.25,15,31/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-02,20,4,2,0.2,16,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-03,20,4,2,0.2,16,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-04,20,5,3,0.25,15,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-05,20,5,3,0.25,15,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-06,20,4,2,0.2,16,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-07,20,4,2,0.2,16,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-08,20,4,2,0.2,16,32/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-09,20,4,2,0.2,16,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-10,20,4,2,0.2,16,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-11,20,4,2,0.2,16,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-12,20,6,3,0.3,14,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-13,20,7,4,0.35,13,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-14,20,7,4,0.35,13,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-15,20,9,4,0.45,11,33/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-16,20,9,4,0.45,11,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-17,20,8,3,0.4,12,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-18,20,7,2,0.35,13,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-19,20,9,4,0.45,11,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-20,20,9,4,0.45,11,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-21,20,8,4,0.4,12,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-22,20,8,4,0.4,12,34/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-23,20,8,4,0.4,12,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-24,20,9,4,0.45,11,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-25,20,10,5,0.5,10,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-26,20,10,5,0.5,10,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-27,20,9,5,0.45,11,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-28,20,9,4,0.45,11,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-29,20,9,4,0.45,11,35/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-30,20,8,4,0.4,12,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-08-31,20,8,4,0.4,12,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-01,20,9,6,0.45,11,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-02,20,10,6,0.5,10,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-03,20,11,7,0.55,9,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-04,20,9,6,0.45,11,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-05,20,9,6,0.45,11,36/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-06,20,9,6,0.45,11,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-07,20,9,6,0.45,11,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-08,20,9,6,0.45,11,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-09,20,9,5,0.45,11,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-10,20,9,6,0.45,11,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-11,20,9,5,0.45,11,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-12,20,7,5,0.35,13,37/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-13,20,8,6,0.4,12,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-14,20,7,4,0.35,13,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-15,20,6,3,0.3,14,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-16,20,6,3,0.3,14,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-17,20,7,5,0.35,13,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-18,20,7,4,0.35,13,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-19,20,5,2,0.25,15,38/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-20,20,5,2,0.25,15,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-21,20,5,2,0.25,15,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-22,20,6,2,0.3,14,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-23,20,5,2,0.25,15,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-24,20,5,2,0.25,15,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-25,20,6,3,0.3,14,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-26,20,6,3,0.3,14,39/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-27,20,6,3,0.3,14,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-28,20,6,3,0.3,14,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-29,20,7,3,0.35,13,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-09-30,20,8,3,0.4,12,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-01,20,7,4,0.35,13,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-02,20,8,4,0.4,12,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-03,20,8,4,0.4,12,40/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-04,20,8,4,0.4,12,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-05,20,8,4,0.4,12,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-06,20,8,3,0.4,12,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-07,20,5,2,0.25,15,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-08,20,5,1,0.25,15,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-09,20,5,3,0.25,15,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-10,20,4,3,0.2,16,41/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-11,20,4,3,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-12,20,4,3,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-13,20,4,3,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-14,20,4,2,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-15,20,4,2,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-16,20,4,2,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-17,20,4,2,0.2,16,42/20,Hbmpa
2237156,Porto Alegre,PORTO ALEGRE - R10,7,-30.0979336,-51.2511144,2020-10-18,20,2,2,0.1,18,43/20,Hbmpa
